ELM,contrast,effect_low,effect_high,diff,pvalue,qvalue
IRF7,PD1Low_vs_PD1High,0.05853130687128031,0.08137819093994392,-0.022846884068663607,1.0,1.0
Integrin,PD1Low_vs_PD1High,-0.17361111111111113,-0.15928130511463845,-0.014329805996472683,0.07489293377747835,0.23965738808793074
LIR,PD1Low_vs_PD1High,0.060676536701139726,0.02279975638727914,0.03787678031386059,0.00022509231666256778,0.005402215599901627
LYPXL,PD1Low_vs_PD1High,0.03990299823633157,-0.041978982951205175,0.08188198118753674,1.0,1.0
MAPK,PD1Low_vs_PD1High,0.07490777857722045,-0.010224300773175272,0.08513207935039571,0.0008179080957461188,0.013086529531937901
MSH2,PD1Low_vs_PD1High,0.009435983120193647,-0.039886039886039885,0.049322023006233534,0.2175374483662181,0.4972284534084985
MYND,PD1Low_vs_PD1High,0.12958500669344042,0.07148594377510041,0.05809906291834001,0.6917708605613522,0.9630170270778778
NRP,PD1Low_vs_PD1High,0.08158560166592295,0.0370072884129109,0.04457831325301205,0.2499029650097127,0.5243545338877302
PCNA,PD1Low_vs_PD1High,0.1679109939979505,0.029497877323964267,0.13841311667398623,0.44458305741321325,0.8068589775493054
PDZ,PD1Low_vs_PD1High,-0.014934289127837513,-0.016940306401831935,0.0020060172739944215,0.06474381732883022,0.23877898795668487
PP1,PD1Low_vs_PD1High,0.05877014313228305,-0.012297183079076082,0.07106732621135914,0.5281678593826369,0.8106849185815315
PP2A,PD1Low_vs_PD1High,0.00335530367796439,-0.077659193072447,0.08101449675041139,0.46192306490976776,0.8068589775493054
PP2B,PD1Low_vs_PD1High,0.02345607608765504,0.04093567251461989,-0.01747959642696485,1.0,1.0
PP4,PD1Low_vs_PD1High,0.010800848117024586,-0.053240740740740734,0.06404158885776531,1.0,1.0
PTB,PD1Low_vs_PD1High,-0.05261554289332066,-0.09738050015827793,0.044764957264957266,0.09651504707603745,0.28954514122811237
Pex14,PD1Low_vs_PD1High,0.05236199245157811,-0.007838745800671893,0.06020073825225,0.7329168401513234,0.9772224535350978
REV1ctd,PD1Low_vs_PD1High,-0.11252442116639645,-0.17626886145404663,0.06374444028765018,0.0036145980676991906,0.04337517681239029
SH2,PD1Low_vs_PD1High,0.05268684686680699,0.008570353753554152,0.04411649311325284,0.015210028319871135,0.10429733705054492
SH3,PD1Low_vs_PD1High,0.006331521212473591,0.01520376669186193,-0.008872245479388339,0.2512532141545374,0.5243545338877302
SUMO,PD1Low_vs_PD1High,0.0178771108273024,0.010376046544628923,0.007501064282673475,0.7021999155776193,0.9630170270778778
TRAF2like,PD1Low_vs_PD1High,0.0018368571000149947,0.048670465337132006,-0.04683360823711701,1.0,1.0
TRAF4,PD1Low_vs_PD1High,0.034123770965876224,0.07577704946125999,-0.041653278495383764,1.0,1.0
TRAF6,PD1Low_vs_PD1High,0.03659279921483547,0.006730719561960849,0.029862079652874622,0.5404566123876876,0.8106849185815315
TRFH,PD1Low_vs_PD1High,0.010293023947642421,0.05684962070504238,-0.04655659675739996,1.0,1.0
TYR,PD1Low_vs_PD1High,0.07257569751198702,0.11282067618076792,-0.040244978668780906,3.5124549318758115e-05,0.0016859783673003896
UBA3,PD1Low_vs_PD1High,0.04680550359562705,-0.05943523021712322,0.10624073381275027,0.025878443393857732,0.13801836476724125
USP7,PD1Low_vs_PD1High,2.8962337376475567e-05,-0.01624555428121271,0.016274516618589186,1.0,1.0
WD40,PD1Low_vs_PD1High,0.028886719471215985,0.017255525091392488,0.011631194379823497,0.012703048168591745,0.10162438534873396
WRC,PD1Low_vs_PD1High,0.014579442888266417,0.08547550964830376,-0.07089606676003735,0.13701925281952781,0.3868778903139609
WW,PD1Low_vs_PD1High,0.016988033095415644,0.03513132819620515,-0.01814329510078951,0.06216002293425539,0.23877898795668487
deltaCOP1,PD1Low_vs_PD1High,0.07438643462739848,0.023263424066636913,0.05112301056076157,0.4974505089393613,0.8106849185815315
eIF4E,PD1Low_vs_PD1High,-0.030717820191504402,-0.08687316582053424,0.05615534562902984,0.671191717732017,0.9630170270778778
