ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
Clathr,7,345,45898.0,0.5349770634006394,0.0558546123763515,86940,-2.7146229204533974,-0.9525447425322002,-1.7258186161466498,-3.073883067464174,EM_High,0.8255152750408692,
DLG,4,348,31609.0,0.027394124036134757,0.26153416347381864,50112,1.665048513433146,-1.0180761226164237,0.29189311528379125,-3.10498370506361,EM_High,0.15252886191771328,
EVH1,10,342,69956.0,0.07137033865726018,0.1363872644574399,123120,0.9544962318750884,-1.0443721021506835,-1.774581124442942,-3.1249888041961915,EM_High,0.23355972505573022,
FHA,176,176,587157.5,0.03472260924493343,0.053068863349403125,1115136,-0.47410883334303533,-1.501063306525049,-2.402199122492572,-3.918430219578568,EM_High,0.15252886191771328,
GBD,4,348,22028.0,0.3081138722928486,-0.1208492975734355,50112,-3.677178501253336,-0.9566712144016365,-5.233141073019471,-2.9430954960636027,EM_High,0.6564165105369383,
IRF7,5,347,32628.0,0.6734650178357444,0.04476464937560039,62460,-2.377252974236953,-0.9675620511400519,-0.6673165082685446,-2.989606359961928,EM_High,0.8987553027020672,
Integrin,5,347,30242.0,0.7658807766122253,-0.03163624719820685,62460,-1.8386971899083775,-0.9753222209430574,-2.982606209376189,-2.9761445322581137,EM_High,0.899693420855144,
LIR,192,160,588916.0,0.009978186495248894,0.0650245949074074,1105920,-1.1071786885028456,-0.844074927651478,-2.3920456228893068,-4.055389625757805,EM_High,0.15252886191771328,
LYPXL,4,348,23066.5,0.503123280902152,-0.0794021392081737,50112,-4.907234937186609,-0.9425326346782656,-2.3092267900589967,-3.0051645046151547,EM_High,0.8255152750408692,
MAPK,70,282,353789.0,0.8911731227462191,-0.004308792074749521,710640,-2.161698501768777,-0.6961397216062711,-2.5868598390585764,-3.097657165951764,EM_High,0.9342301012444688,
