ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
PP1,63,644,781059.5,0.02549872671803976,0.06951085587213951,1460592,0.9902119086791268,-0.579467650657697,-1.4447525474101246,-2.6661733784403268,CM_High,0.13882640102043867,
PP2A,31,676,379873.5,0.8703829407198478,0.00706639307755933,754416,-1.3854844647444142,-0.3962186366415607,-1.3100317499026355,-2.6154528193324484,CM_High,0.9692900930743759,
PP2B,19,688,218171.0,0.18432797303426407,-0.07278066775465797,470592,-4.002367942115567,-0.34120468877409316,-2.050402826004612,-2.491427660009365,CM_High,0.5162112423632914,
PP4,44,663,529438.5,0.8217263740443896,0.008269916358151653,1050192,-0.4586355775529091,-0.43833160085134815,-2.3131482855665553,-2.503281580865607,CM_High,0.9502290680774549,
PTB,23,684,309397.0,0.06389676878862247,0.0925961239653078,566352,2.4492657627225216,-0.5367352767827337,-1.0527909048124462,-2.5820956893636478,CM_High,0.26149146683517316,
Pex14,107,600,1142800.0,0.6543390244849829,-0.01107649705780547,2311200,-1.281130941411732,-0.28952134340952745,-2.8615575071443216,-2.3597527708647466,CM_High,0.9174140410746552,
REV1ctd,18,689,240958.0,0.1584070632936414,0.07938683724847247,446472,0.9730401956723328,-0.4765000584889317,-1.0059361335962695,-2.526778151028883,CM_High,0.5162112423632914,
SH2,288,419,2236421.5,0.10074187804092631,0.02961448296944518,4344192,-0.044223004192232115,-0.7113546338172051,-2.1064004314482663,-2.847587609770592,CM_High,0.379719386461953,
SH3,123,584,1259568.5,0.2692488077408163,-0.02583767989506379,2585952,-1.832514331838126,-0.14622355130253836,-2.2251796740906613,-2.526778151028883,CM_High,0.5277276631719999,
SUMO,68,639,792299.5,0.6656429689655977,0.012994543148506142,1564272,0.5999425889775386,-0.5502189559111806,-2.557513748489342,-2.452970954797978,CM_High,0.9174140410746552,
TRAF2like,16,691,212830.0,0.24398305742302573,0.06945449429168676,398016,3.184573463195702,-0.5235122897075297,-2.80387971206732,-2.461845292094491,CM_High,0.5162112423632914,
TRAF4,25,682,307523.0,0.966295269448524,0.002029977191267514,613800,-1.6995866522724108,-0.3934078452638733,-2.057392515106863,-2.500677384040868,CM_High,0.9994443420487467,
TRAF6,13,694,151258.5,0.2986888908893871,-0.06858235424517846,324792,-4.306455141157881,-0.3671612391091057,-2.538325803113561,-2.464512836775641,CM_High,0.5629136789838449,
TRFH,5,702,62578.0,0.9282966962075725,-0.009528331750553972,126360,-2.3772471869490372,-0.4257942747037417,-2.5211064192341417,-2.464512836775641,CM_High,0.9994443420487467,
TYR,47,660,597683.5,0.04782482615684176,0.07042678558636005,1116720,2.9541374868402728,-0.6812701191791888,-1.4914272081783388,-2.5142196964133716,CM_High,0.23434164816852462,
UBA3,73,634,846448.0,0.5816986144388594,0.01605135665893628,1666152,-0.24909456435674535,-0.4615298321431065,-1.8835411295031115,-2.5484912218337747,CM_High,0.8637343062880034,
USP7,318,389,2243328.0,0.6740184791568895,0.007496510430981983,4453272,-0.5016743531364127,-0.388846715885328,-2.249885799284894,-2.8231978914130007,CM_High,0.9174140410746552,
WD40,379,328,2122329.5,0.0037535470411481043,-0.05152202165161493,4475232,-1.4705343359387884,0.7516423675122832,-2.812743121226686,-1.9986352049420053,CM_High,0.08057280869851743,
WRC,23,684,266994.0,0.2528381595248774,-0.05714467327739639,566352,-1.999969963362092,-0.38712647312784176,-4.210420787789628,-2.398332032409901,CM_High,0.5162112423632914,
WW,143,564,1413209.0,0.22920228940573473,-0.026538571751337708,2903472,-2.0929074459334527,-0.020404347532425766,-2.2192038504095586,-2.6608522320912638,CM_High,0.5162112423632914,
deltaCOP1,8,699,121868.0,0.011932070583156358,0.21073756159593068,201312,8.883299057289372,-0.5462950060587795,0.38610652466951617,-2.503281580865607,CM_High,0.10726848777655923,
eIF4E,8,699,100990.0,0.968468684692388,0.0033182323954856143,201312,0.9691924362944203,-0.4557186784937443,-5.173806599528824,-2.4292429651455736,CM_High,0.9994443420487467,
14-3-3,295,412,2077332.5,0.005008680479827214,-0.05045778253158539,4375440,-0.6402106944507687,1.476180112233115,-2.8128691312513174,-2.053322047302001,CM_Low,0.061356335877883375,
ANK,8,699,83557.0,0.04269891859773799,-0.16987561595930695,201312,-4.246106705023945,0.6484877038873509,-4.461891879716342,-2.349357224743387,CM_Low,0.23247189014324018,
APCC,28,679,377128.0,0.024820896781676902,0.10201743927811674,684432,4.018350042350657,0.45185603857326706,-0.7546501734403752,-2.4677992861531286,CM_Low,0.15202799278777102,
Actin,23,684,293207.5,0.4784167806157804,0.03542496539254739,566352,3.232251473684824,0.5043600401788242,-1.8534175357736022,-2.4336774501873837,CM_Low,0.7103764318234316,
Arc,83,624,973814.5,0.10554409246315173,0.04457842051968558,1864512,2.2295799539410535,0.37543095384608843,-1.4259654640221215,-2.5898509150305236,CM_Low,0.34513957284824465,
BIR,124,583,1376798.0,0.01276524584763856,0.05805314250232083,2602512,2.451291116900018,0.1978798505685496,-1.328231322507554,-2.634100295561672,CM_Low,0.09791317358282005,
BRCT,72,635,779193.5,0.06964601446536643,-0.05318180713521921,1645920,0.27442565915171424,0.629236856564005,-3.1690218966387027,-2.2406886549735905,CM_Low,0.2749306663080388,
CDC14,7,700,92132.0,0.6186183863581783,0.04458049886621315,176400,2.233488117062659,0.5766994779394689,-0.7755586431643056,-2.4393666220689143,CM_Low,0.797692129777651,
CKS1,24,683,283689.0,0.4313466705980754,-0.03852489019033675,590112,2.2252162623119265,0.5357523588310109,-2.6623488455640336,-2.349357224743387,CM_Low,0.6818060277195386,
CSL,5,702,69954.0,0.31088971235051854,0.10721747388414055,126360,9.011690499524166,0.5331418787456494,-1.1289254649592158,-2.405411672055755,CM_Low,0.6511318613739288,
CYCLIN,112,595,1242706.0,0.13813596048174284,0.03600273442710417,2399040,2.5415517885558105,0.22633655640137118,-1.6287940229944815,-2.4977095138792778,CM_Low,0.3981565919767882,
Clathr,9,698,130431.0,0.05229055949059028,0.15348084474158974,226152,5.005989990033833,0.5362036410698598,-1.2318001859226642,-2.4336774501873837,CM_Low,0.2534586964405682,
DLG,9,698,104292.0,0.3259773025768843,-0.07768226679401465,226152,-2.680275434478779,0.6353102153114266,-4.076009920427671,-2.349357224743387,CM_Low,0.6511318613739288,
EVH1,3,704,42344.0,0.4039271630392418,0.11384680134680135,76032,9.1989725200689,0.5564305878080399,-0.19062094588589829,-2.4034457619155596,CM_Low,0.6818060277195386,
