CCD,Naive_High,Naive_Low,CM_High,CM_Low,EM_High,EM_Low
MRC2-1,0.07111933437836715,-0.0438355513574058,-0.264321937106027,0.1846736141085481,-0.8727082552750625,0.3796475176729365
NRXN3-1,0.12128397859604911,0.38961068490383566,0.238033395254156,-0.8467262128306552,-0.15408168966521596,-0.19781497551532556
ITGB6-1,-0.8263062922353732,0.21308684435181147,-0.10224409521813582,0.10835282285211445,0.27997717725220306,0.19166939270487737
NAT8B-1,0.08543245308379843,0.7083810413982106,-0.12160386868628481,-0.25897472295916035,-0.42515107942507346,-0.27959312529255564
MOG-1,-0.46559759497930386,0.274910254993856,0.14612897497241617,0.6931794714451474,-0.4367763948131118,-0.22149022505328086
ITGB8-1,-0.1734366730325969,-0.386798332078899,-0.08409144747120156,0.6390449275327486,-0.33179716748498556,0.17730115276725433
MRC1-1,0.22283566086699436,0.6346732965946067,-0.26266646205313027,0.08542773822983962,-0.23618893991320555,-0.5550115044499855
ITGB7-1,-0.3590201391315886,0.27156098683144614,0.11406154780900657,0.3193067077284122,-0.5632980183734189,0.07371519236023916
ITGAX-1,0.2901298283328422,-0.019870730148267235,-0.4026117686322943,-0.4332214590324437,-0.11020703807905208,0.228501221364518
P2RX1-1,0.08527996413418792,-0.00859036214206288,0.02209117183417386,0.22265285070757446,-0.4037593914637907,0.00310228634050036
ITGA2-1,-0.010721531735211176,0.2297900137470199,0.009156921710058219,-0.4023587687540835,-0.009994242147345345,0.01572121643362201
NPR3-1,-0.2900960563280317,-0.28463221829840357,-0.2724796513368928,0.39783296840338433,-0.006833478376617297,0.3151635477742726
KLRG1-1,0.38950537389651396,0.13777535028804477,-0.20446258392275185,-0.22092112994409918,-0.3788965539111313,-0.03032041416523157
MARCO-1,0.3182132642646762,0.013090609653484853,0.07155430761941983,-0.3852579531707918,0.07931891258217871,-0.24631674029924366
KLRF1-1,-0.3560793965196196,0.26538476127539457,0.05141465716606808,0.3690330661115797,-0.33439479722834986,-0.005449246907136329
LILRA4-1,-0.30607947932698387,0.35866630837677027,-0.0011125830208467136,-0.22923517829868434,0.10142222058036388,0.005833931497940759
ADCY7-1,-0.11444769256484233,0.28911493440691505,-0.09459314520850048,0.3339265791893762,-0.2589209771796983,-0.11478514566520781
ITGAV-1,0.09471287403297524,0.1176228371009218,-0.32860018770384003,-0.028237827033260388,0.21595085394311497,-0.08946023179318474
NCR1-1,0.21141403719621632,-0.020466131224648798,0.1504069444100513,-0.3253430164620976,0.14889147067151876,-0.2469758011202352
LY75-1,0.07742441989026094,-0.3233749338616605,0.31877211670793026,-0.15904626453964132,0.03334220072350713,-0.059255100110571224
LMBR1L-1,0.3152405738761188,-0.15688446433565106,-0.005216974288603016,-0.20594370155089248,0.007484634603783347,-0.09430677925870867
ITGA11-1,0.19374683315675134,-0.0010061925540705285,0.06570655662968816,-0.27294834085260256,0.0775569836643677,-0.1442871543165416
P2RX2-1,0.2514601776297123,-0.1347402477502,-0.16470065134405854,0.10625793864571298,0.13675428707137205,-0.18265499797803098
