ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
MSH2,0.09599914310106598,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
MYND,0.2005804726162848,39316590.43419844,5.101675155478779e-09,0.9999999959294522,PD1Low_vs_PD1High,0.09999999999999822,False,False,1.0
PCNA,-0.0959448873428279,10602605.132297581,-9.049180474576126e-09,0.9999999927797986,PD1Low_vs_PD1High,0.09999999999999819,False,False,1.0
PDZ,0.19996265851344006,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
PP1,-0.00685907247526535,18252832.84322907,-3.757812573082177e-10,0.99999999970017,PD1Low_vs_PD1High,0.0999999999999982,False,False,1.0
PP2A,0.02413559161714625,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
PP2B,0.06883734819628896,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
PP4,-0.029270339582857956,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
PTB,-0.13455026180329446,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
Pex14,0.1894576763405293,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
REV1ctd,0.02255796887990826,237128.90802883936,9.512956082589806e-08,0.9999999240975921,PD1Low_vs_PD1High,0.09999999999999813,False,False,1.0
SH2,0.03916709104156024,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
SH3,0.22917977694040978,48122.31228116191,4.762443159451528e-06,0.9999962001201314,PD1Low_vs_PD1High,0.09999999999999654,False,False,1.0
SUMO,-0.13262548882948896,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
TRAF2like,0.08808673016712276,46431.676497015294,1.8971257730223272e-06,0.9999984863126358,PD1Low_vs_PD1High,0.09999999999999644,False,False,1.0
TRAF4,-0.017661949881074362,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
UBA3,0.012317084126101302,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
USP7,-0.06782220068480313,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
WD40,-0.16959012280446437,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
WRC,-0.13118176180922753,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
WW,0.08639219006229183,165798.93118714454,5.210660252373833e-07,0.9999995842494633,PD1Low_vs_PD1High,0.09999999999999806,False,False,1.0
deltaCOP1,0.02413559161714625,9.776550032689912e+30,2.4687227638015372e-33,1.0,PD1Low_vs_PD1High,0.09999999999999822,False,False,1.0
eIF4E,0.02413559161714625,9.09467719488885e+30,2.6538150942520856e-33,1.0,PD1Low_vs_PD1High,0.0999999999999982,False,False,1.0
