ELM_mw,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars,ELM_dm,Phenotype,Effect,SE,Pvalue,FDR,log2FC,ELM_raw
TYR,88,905,1399120.5,0.36194775793461453,-0.02399652603381885,2867040,-2.507746316066571,-0.42332274615847193,-4.565583269824193,-4.61540108619052,CM_Low,0.5846848397405312,,TYR,CM_Low,-0.0015964012046592,0.0573507017156384,0.9777931330249297,0.9998849800444912,-0.002303120101231,TYR
UBA3,92,901,1440804.0,0.1830630764676744,-0.03434991716128617,2984112,-1.5875758852080002,-0.5080263925062589,-5.19646388628349,-4.5594234451007924,CM_Low,0.38719816173738325,,UBA3,CM_Low,0.0030373258781644,0.045622997428257,0.9469204880016024,0.9998849800444912,0.0043819349819915,UBA3
USP7,449,544,4448869.0,0.4290214309783308,0.011886663536981236,8793216,-0.7448074863931518,-0.49516580826608503,-4.195957464889773,-5.029533949205354,CM_Low,0.6275238841175584,,USP7,CM_Low,-0.0407722994494766,0.0269015044464047,0.12961695962822,0.9998849800444912,-0.0588219942213997,USP7
WD40,534,459,4550925.0,0.03571915904414464,0.03150949657155135,8823816,-0.6530220217939694,-0.5557189574058733,-4.266565084735602,-5.192640967814712,CM_Low,0.13126790948723155,,WD40,CM_Low,-0.0393860124589476,0.0279155885563629,0.158275068112911,0.9998849800444912,-0.0568220048549146,WD40
WRC,44,949,697065.0,0.04590004340828464,-0.07256841332183799,1503216,-3.9176337454667562,-0.4545973406604196,-5.382610272778946,-4.556599134923928,CM_Low,0.15315325594449208,,WRC,CM_Low,-0.024636191807113,0.0690306571865431,0.7211758853309134,0.9998849800444912,-0.0355425117465112,WRC
WW,254,739,3587107.0,0.000321214924893475,0.06168008599736941,6757416,-0.2817887264919807,-0.720181900620179,-3.449754254765214,-5.314178967395899,CM_Low,0.005526988705164537,**,WW,CM_Low,-0.0329268602942652,0.0369682339907327,0.3731009595740938,0.9998849800444912,-0.0475034180585802,WW
deltaCOP1,14,979,269251.0,0.14983278294512112,0.09137522901567846,493416,-0.13931905158563035,-0.6147480024158087,-2.4026960299474975,-4.655346300312894,CM_Low,0.33885260142973544,,deltaCOP1,CM_Low,0.0032804791429312,0.1243824194575566,0.9789589215550764,0.9998849800444912,0.0047327309912465,deltaCOP1
eIF4E,14,979,248953.0,0.8859826857074151,0.009099826515556853,493416,0.965406714899494,-0.6305459194033384,-5.264730623008894,-4.589429966366245,CM_Low,0.9297038077393421,,eIF4E,CM_Low,-0.0034114869240727,0.1115570649983192,0.9756039785395674,0.9998849800444912,-0.0049217352674172,eIF4E
14-3-3,393,600,4501263.5,7.613953956134054e-05,0.060518212232588825,8488800,-0.9461908675684152,-2.515357992033853,-5.3054057715237946,-6.530509427853559,EM_High,0.0020306346170575183,**,ELM_14_3_3,EM_High,0.0079121742402095,0.0266180567829065,0.7662768886801623,0.9998849800444912,0.0114148545389997,14-3-3
ANK,16,977,273224.0,0.6258178894023025,-0.028971909473444784,562752,-4.741921470526408,-1.8476940252264853,-3.8605517577147426,-5.994898418988062,EM_High,0.7801733651118551,,ANK,EM_High,-0.0017825910651922,0.1145595414063692,0.9875851065935723,0.9998849800444912,-0.0025717352896858,ANK
APCC,38,955,569773.0,0.001052226936548885,-0.1277471602216711,1306440,-7.745429790628201,-1.6615093969956307,-7.928506127901291,-5.885573809128626,EM_High,0.012374188773814887,*,APCC,EM_High,-0.0057820609293679,0.0723601936253179,0.9363114979144346,0.9998849800444912,-0.0083417506289169,APCC
Actin,26,967,434561.0,0.3960065326419647,-0.039763034850935575,905112,-6.579588871411137,-1.7683541835760177,-5.520125408683752,-5.981200135785887,EM_High,0.609559793700197,,Actin,EM_High,-0.0020344845690758,0.0857549887192693,0.9810724531909392,0.9998849800444912,-0.0029351407985708,Actin
Arc,147,846,2367826.0,0.006098209405240487,0.057765948512317984,4477032,-2.033779014355511,-1.870097270761748,-4.745323369946744,-6.1987454061924865,EM_High,0.04268746583668341,*,Arc,EM_High,-0.0169894727326347,0.0406756571991173,0.6761799422163701,0.9998849800444912,-0.0245106280586903,Arc
BIR,163,830,2253190.5,0.00021445354060488435,-0.07474868800354793,4870440,-4.164199001798492,-1.4485582757608968,-7.178210625424411,-5.7466232355498486,EM_High,0.004503524352702571,**,BIR,EM_High,-0.0118721595969358,0.0343561523306992,0.7296723700446623,0.9998849800444912,-0.0171279057751416,BIR
BRCT,103,890,1762325.0,0.0055507646641250056,0.0680369198695805,3300120,2.361188857503983,-2.3868205151658533,-4.826215980516406,-6.165871271401027,EM_High,0.04079812028131879,*,BRCT,EM_High,0.0066799042968901,0.0480436968654332,0.88942004251594,0.9998849800444912,0.0096370648027362,BRCT
CDC14,12,981,210140.0,0.9036815418131376,-0.008287084229999622,423792,-6.552924652518576,-1.83734221237969,-4.225522913355512,-5.994898418988062,EM_High,0.9421360755073138,,CDC14,EM_High,-0.0015319363476139,0.149470774659435,0.9918225689016904,0.9998849800444912,-0.0022101169716602,CDC14
CKS1,45,948,733257.5,0.20995024855800537,-0.04508842527478252,1535760,-5.764953452757176,-1.7105958869204911,-6.536649442402784,-5.951607722879723,EM_High,0.399601531364936,,CKS1,EM_High,-0.0088657657470817,0.0709080189345919,0.9004982801536422,0.9998849800444912,-0.012790596276998,CKS1
CSL,10,983,173272.0,0.7820413496891814,-0.020730191025206283,353880,-6.52158779397844,-1.8472552677872986,-3.786473306615153,-5.981200135785887,EM_High,0.8676232332400728,,CSL,EM_High,0.0012550279012601,0.1470583304600644,0.9931907616020108,0.9998849800444912,0.0018106225293252,CSL
CYCLIN,139,854,2225510.5,0.05389264863437927,0.041560428472210524,4273416,-1.1114032382634973,-2.021759667512966,-5.393775366303142,-6.065925847234553,EM_High,0.1685578584947607,,CYCLIN,EM_High,0.0096931581418422,0.0401483485935548,0.8092191161296273,0.9998849800444912,0.0139842711817882,CYCLIN
Clathr,14,979,231012.0,0.31600400683350927,-0.06362177148694002,493416,-6.3066828900075995,-1.8312300773387051,-7.827410777337485,-5.9475799472079895,EM_High,0.5339378046497225,,Clathr,EM_High,-0.0020030730235083,0.1173953196709298,0.9863866506924122,0.9998849800444912,-0.002889823517554,Clathr
DLG,13,980,227647.0,0.9117558584456389,-0.007295482295482296,458640,-4.183895948775643,-1.8639562845312398,-6.1457072530471475,-5.956425685278022,EM_High,0.9471951320954693,,DLG,EM_High,0.0024198135810654,0.1153408095538271,0.9832618630055044,0.9998849800444912,0.0034910530532788,DLG
EVH1,12,981,235726.0,0.10045736984664408,0.1124608298410541,423792,-0.08840149822820385,-1.9164189482119882,-4.505014752610305,-5.975512479211132,EM_High,0.2481887960917089,,EVH1,EM_High,0.0006793548498044,0.1332064011967808,0.995930793180231,0.9998849800444912,0.0009801018728167,EVH1
FHA,402,591,4423658.0,0.023921292257160106,0.0344166552086344,8552952,-1.8484441587421194,-1.9255385014557813,-5.555549591524816,-6.422284096715975,EM_High,0.10294694136114764,,FHA,EM_High,-0.0091338083960289,0.0269617443202232,0.7347836099491843,0.9998849800444912,-0.0131773000773809,FHA
GBD,11,982,165702.0,0.03866752696022359,-0.14778127507251743,388872,-8.230151840792251,-1.8233565538961143,-7.503466235946346,-5.949631882358791,EM_High,0.13863723080860652,,GBD,EM_High,-0.0005676963884507,0.13661735193618,0.9966844996363272,0.9998849800444912,-0.0008190127643484,GBD
IRF7,17,976,294235.0,0.7974337172631056,-0.014802984035144112,597312,-4.6066630375475714,-1.84708456407417,-7.15212513032485,-5.949631882358791,EM_High,0.8720680134303134,,IRF7,EM_High,-5.278415130770803e-05,0.1005512086424428,0.99958115215105,0.9998849800444912,-7.615143332916308e-05,IRF7
Integrin,11,982,212339.0,0.1976443719710287,0.0920765701824765,388872,-2.920694480102374,-1.8828311271828644,-5.113214841984632,-5.975512479211132,EM_High,0.3947472205267471,,Integrin,EM_High,-0.0008920478484007,0.1278473839261466,0.994432851039362,0.9998849800444912,-0.0012869530071234,Integrin
LIR,412,581,4248933.0,0.3609395930423709,-0.013870321786452328,8617392,-2.690013902902042,-1.3300896354200644,-5.971950866977272,-5.953903750741219,EM_High,0.5846848397405312,,LIR,EM_High,-0.017611047483445,0.0301022844520158,0.5585206650516616,0.9998849800444912,-0.0254073708692262,LIR
LYPXL,12,981,179189.0,0.02416101685006526,-0.15435402272813079,423792,-6.441432227154588,-1.8387060340966805,-11.321083113986248,-5.949631882358791,EM_High,0.10294694136114764,,LYPXL,EM_High,-0.0004617175775771,0.1193150283520973,0.9969124056521544,0.9998849800444912,-0.0006661176594618,LYPXL
MAPK,271,722,3599793.5,0.18791702730837734,0.022112253671013164,7043832,-1.9390229235137297,-1.8775520691170056,-5.746870500591626,-6.074326433064162,EM_High,0.39221620385498646,,MAPK,EM_High,-0.0216080437649317,0.0309049059225102,0.4844405255894676,0.9998849800444912,-0.0311738175829786,MAPK
MSH2,28,965,452572.0,0.12421341604716749,-0.06947117361625134,972720,-6.252885742484773,-1.7678621817462434,-6.9025323087415345,-5.944265335497775,EM_High,0.2921499545429379,,MSH2,EM_High,-0.0023757122551022,0.0842654429391811,0.9775080628681944,0.9998849800444912,-0.0034274282890151,MSH2
MYND,25,968,449672.0,0.49870585428404923,0.0323048668503214,871200,-2.9067069277876425,-1.8681819555578594,-4.832972353895423,-6.022167645290494,EM_High,0.6916015149033513,,MYND,EM_High,0.0053725441750505,0.0961036988975287,0.9554185910500672,0.9998849800444912,0.0077509428383023,MYND
NRBOX,26,967,396217.0,0.007874435026338457,-0.12449067076781659,905112,-6.479625331705455,-1.7710419312826853,-8.303405584394222,-5.900676782372848,EM_High,0.05207538253402898,,NRBOX,EM_High,-0.0066067681877288,0.0810750733162371,0.9350526650782832,0.9998849800444912,-0.0095315517007394,NRBOX
NRP,32,961,556821.0,0.888594455696446,0.005934573361082206,1107072,-3.613918392204995,-1.8370680724496766,-5.140866171991076,-5.975512479211132,EM_High,0.9297038077393421,,NRP,EM_High,-0.0047196274801985,0.0723241866763953,0.9479697303016336,0.9998849800444912,-0.0068089831605257,NRP
PCNA,35,958,542561.0,0.012750978719959623,-0.10103555688106837,1207080,-7.177582934276751,-1.7013073105167147,-7.116297869991643,-5.9227436445137425,EM_High,0.06815977715760234,,PCNA,EM_High,-0.0057198721123473,0.0687427513417535,0.933687016231816,0.9998849800444912,-0.0082520311310025,PCNA
PDZ,207,786,3099127.0,0.0015710312078158247,0.05821515545120664,5857272,-0.16663810134474424,-2.3493304315475023,-5.376055363422285,-6.163143623982158,EM_High,0.01687751093750637,*,PDZ,EM_High,0.0225433119184137,0.0330033723105088,0.4945683854904696,0.9998849800444912,0.0325231243099085,PDZ
PP1,77,916,1269089.0,0.9890687733276179,-0.00038359263250092944,2539152,-4.527050824189833,-1.6730184418254166,-5.408524095361273,-6.025967520462305,EM_High,0.9890687733276179,,PP1,EM_High,-0.0027430965575248,0.0486576543787215,0.9550427237957236,0.9998849800444912,-0.0039574518002207,PP1
PP2A,56,937,1075804.5,1.8088863303336692e-05,0.13902494028561263,1888992,-0.07879003809235131,-2.0028341131713203,-3.361622200653098,-6.163143623982158,EM_High,0.0006647657263976235,***,PP2A,EM_High,0.0012249612183343,0.0657131916038938,0.9851274756510788,0.9998849800444912,0.0017672454749722,PP2A
PP2B,32,961,609563.0,0.01687070350174911,0.10121654237484103,1107072,-2.7071514003189474,-1.8672621866435923,-3.394822089349887,-6.036152313551134,EM_High,0.08131125950023341,,PP2B,EM_High,0.0023889284356919,0.0863349242589245,0.9779249715514828,0.9998849800444912,0.0034464952072113,PP2B
PP4,66,927,1163657.5,0.05926482765458314,0.05664474663935289,2202552,-1.9932887075039738,-1.8872823640554872,-4.574151344055267,-6.097982589639048,EM_High,0.1796274157778087,,PP4,EM_High,-0.0038965687548446,0.0571556748721843,0.945646597676439,0.9998849800444912,-0.0056215604190973,PP4
PTB,46,947,784723.0,0.9826605446000954,0.0007741201556912498,1568232,-3.873546719058113,-1.7981886558585278,-5.408140652243891,-5.986694372889616,EM_High,0.9860143348547031,,PTB,EM_High,-0.008184153875579,0.0642606278906745,0.898656455247452,0.9998849800444912,-0.0118072382101701,PTB
Pex14,131,862,2029348.0,0.942379820438374,-0.0015979565048834102,4065192,-1.1475748674696313,-2.007813803406238,-5.888326181694147,-5.968104028669908,EM_High,0.9586839695809063,,Pex14,EM_High,-0.0045399832236944,0.0403089327114597,0.9103241332416014,0.9998849800444912,-0.006549811282543,Pex14
REV1ctd,29,964,596012.0,3.3065561190066256e-05,0.18442473092637637,1006416,9.293439827890268,-2.2308895862899547,-4.0816807856340365,-6.062161031392989,EM_High,0.0010801416655421643,**,REV1ctd,EM_High,0.0108312848469243,0.0777284952120512,0.8891754206021935,0.9998849800444912,0.0156262409351135,REV1ctd
SH2,452,541,4445270.5,0.5087048638160279,0.009927012506429515,8803152,-2.8058039662138885,-1.1327992854824789,-5.675517668161753,-6.390160453308887,EM_High,0.7021560092108554,,SH2,EM_High,-0.012127715368904,0.0287772357818614,0.6734379478805763,0.9998849800444912,-0.0174965948200307,SH2
SH3,231,762,3423819.0,5.2805373876916285e-06,0.08061586998594873,6336792,-0.8999892142166855,-2.19576154552578,-4.768122497979677,-6.53749931760872,EM_High,0.0003881194979953347,***,SH3,EM_High,-0.0113395871752328,0.0342430215232198,0.7405309518539791,0.9998849800444912,-0.0163595661834364,SH3
SUMO,105,888,1657730.5,0.6140523454251984,-0.012267922684589351,3356640,-4.531540719848117,-1.5824955299444214,-6.179418149326786,-5.951607722879723,EM_High,0.7781525411853807,,SUMO,EM_High,-0.0134170722557438,0.043598994258229,0.7582816155729043,0.9998849800444912,-0.0193567436066105,SUMO
TRAF2like,45,948,836164.5,0.013411849204138524,0.08892600406313486,1535760,-3.119640633024689,-1.83616453342678,-4.0404931069351315,-6.099708535708571,EM_High,0.06917690642134607,,TRAF2like,EM_High,-0.0053703227118274,0.0702414361427988,0.939056958638198,0.9998849800444912,-0.0077477379443268,TRAF2like
TRAF4,32,961,603219.0,0.03409521675891586,0.0897556798473812,1107072,-0.06792142146339349,-1.9551449747012177,-4.291846517670356,-6.031564734204805,EM_High,0.12863016966934024,,TRAF4,EM_High,0.0029574281840178,0.0751246016374462,0.9685978110063798,0.9998849800444912,0.0042666669748677,TRAF4
TRAF6,30,963,570429.5,0.026545971399951067,0.09693761778393138,1040040,-3.0080834622836803,-1.8596316742535706,-3.3752415665543096,-6.022167645290494,EM_High,0.10839604988313352,,TRAF6,EM_High,0.0004449002759024,0.0873858513395167,0.9959378146202628,0.9998849800444912,0.0006418554217346,TRAF6
TRFH,11,982,189951.0,0.7469136407794081,-0.023066716040239462,388872,-4.908946711090976,-1.8605594626809556,-6.449569429247845,-5.953903750741219,EM_High,0.8611474917221411,,TRFH,EM_High,-0.0001013078799171,0.1450867832557254,0.999442871467054,0.9998849800444912,-0.0001461563759594,TRFH
TYR,88,905,1395412.5,0.3125282253820517,-0.02658316591327641,2867040,-5.970861662726098,-1.4979358893423227,-5.594765227387679,-6.016761987655723,EM_High,0.5311173309960879,,TYR,EM_High,0.0029205268525925,0.0553666140688913,0.9579319930169647,0.9998849800444912,0.0042134296070183,TYR
UBA3,92,901,1364863.0,0.0009526970796412587,-0.08524680038818919,2984112,-3.5269020008115675,-1.7276279934517587,-7.30127105960303,-5.812262854269928,EM_High,0.011670539225605419,*,UBA3,EM_High,-0.0017741581464216,0.0442084371606327,0.9679881579008898,0.9998849800444912,-0.0025595691595953,UBA3
USP7,449,544,4586187.5,0.004118600492240278,0.043119491207767445,8793216,-1.0570096971139533,-2.5854236253134806,-5.284948963427384,-6.710778562891926,EM_High,0.031864961703122155,*,USP7,EM_High,-0.0202161270405172,0.0259884858809112,0.4366351399508918,0.9998849800444912,-0.0291657062273354,USP7
WD40,534,459,4703152.0,1.0835567512511139e-05,0.06601316255914674,8823816,-2.428860245501162,-1.2724541069217388,-5.308154232214665,-7.20730595310395,EM_High,0.0005309428081130457,***,WD40,EM_High,-0.0120645165889282,0.0269396464132523,0.6542722807885186,0.9998849800444912,-0.0174054182535693,WD40
WRC,44,949,802393.0,0.06306049785580053,0.06756846654106928,1503216,-3.5055895259766583,-1.81962262068675,-5.590645365999233,-6.008104017500315,EM_High,0.18539786369605354,,WRC,EM_High,0.0034504294328618,0.068721513116866,0.9599559442235104,0.9998849800444912,0.0049779174317271,WRC
WW,254,739,3785993.5,2.051794174689155e-12,0.12054474669015494,6757416,-1.4029799353819454,-2.063208257899438,-3.787902830283983,-6.933188532857386,EM_High,6.032274873586116e-10,***,WW,EM_High,-0.0127038198315699,0.0353933544700356,0.7196456995100917,0.9998849800444912,-0.0183277378713529,WW
deltaCOP1,14,979,242150.0,0.7709329099217413,-0.01847528252022634,493416,-7.0653013021451,-1.8203816015778012,-4.500858528832591,-5.975512479211132,EM_High,0.8644105565385074,,deltaCOP1,EM_High,-0.004653007183237,0.1133293973195755,0.9672501584318276,0.9998849800444912,-0.0067128703884767,deltaCOP1
eIF4E,14,979,266817.0,0.19892271472101997,0.08150931465538207,493416,-2.9466097813426786,-1.8792801524370801,-5.51677077697601,-5.968104028669908,EM_High,0.3947472205267471,,eIF4E,EM_High,0.0012032039191599,0.1098267867361538,0.9912589755600916,0.9998849800444912,0.0017358563273502,eIF4E
14-3-3,393,600,4299873.0,0.39288636121204923,0.013069691829233813,8488800,-0.4369297329906407,-1.014131078583046,-5.905336764130848,-5.986984683888041,EM_Low,0.6079399484018024,,ELM_14_3_3,EM_Low,-0.0274494969810622,0.0244041931827454,0.2606796910906513,0.9998849800444912,-0.039601253169475,14-3-3
ANK,16,977,276348.0,0.7636094422884533,-0.017869327874445583,562752,2.4607011244317007,-0.8388569602927908,-4.088509713450286,-5.9672818058039105,EM_Low,0.8644105565385074,,ANK,EM_Low,0.0011907054291768,0.1067114646851262,0.991097247448028,0.9998849800444912,0.001717824817833,ANK
APCC,38,955,559906.0,0.0002487309134399426,-0.14285233152689752,1306440,-10.606538590111905,-0.3949147285768554,-8.110810500046014,-5.869914647757681,EM_Low,0.004570430534458945,**,APCC,EM_Low,-0.0074548849166111,0.0675235677538434,0.9120888289805308,0.9998849800444912,-0.0107551254995928,APCC
Actin,26,967,416497.0,0.08897526874969272,-0.07967853702083279,905112,-5.775831803156586,-0.6515205846257273,-6.444370120408035,-5.921034471449187,EM_Low,0.23226520813404058,,Actin,EM_Low,-0.0115519860813793,0.0783820966532033,0.882831761784415,0.9998849800444912,-0.0166659930320242,Actin
Arc,147,846,2307937.5,0.14093678644397917,0.03101228671137486,4477032,-0.7818424858782791,-0.7863607408877572,-4.755700941225403,-6.219512479340222,EM_Low,0.32120476910488277,,Arc,EM_Low,-0.003172582320409,0.0372979139300616,0.9322132265424764,0.9998849800444912,-0.0045770687804661,Arc
BIR,163,830,2305207.0,0.00820159650471517,-0.0533886055469321,4870440,-2.2402452588296398,-0.5000386205131541,-6.819768648114495,-5.826497760265619,EM_Low,0.05207538253402898,,BIR,EM_Low,-0.0250569036408539,0.0314593855629417,0.4257506536236898,0.9998849800444912,-0.0361494706226926,BIR
BRCT,103,890,1697272.0,0.24351858516345382,0.028612292886319286,3300120,-0.28996785455523133,-0.843062183366248,-5.599007051857121,-6.017025196585871,EM_Low,0.4392298407242664,,BRCT,EM_Low,-0.0048654383884087,0.043545655100303,0.91103599229901,0.9998849800444912,-0.007019343834708,BRCT
CDC14,12,981,202480.5,0.5163353037808527,-0.044434533922301504,423792,-10.430682644464476,-0.6677103368823405,-5.181280698317881,-5.969992318550563,EM_Low,0.7078397944470208,,CDC14,EM_Low,-0.0059214163087876,0.1370949736363332,0.9655484228627638,0.9998849800444912,-0.008542797943727,CDC14
CKS1,45,948,746390.0,0.436475051217453,-0.0279861436682815,1535760,-2.3274092181663115,-0.7125090900819256,-5.857253409908969,-5.942239571832964,EM_Low,0.6321362810735526,,CKS1,EM_Low,-0.0020771267912963,0.0657723853430489,0.9748065704200092,0.9998849800444912,-0.0029966605211008,CKS1
CSL,10,983,149803.0,0.04065257247592603,-0.15336837345992993,353880,-8.79987459262893,-0.7041640755736116,-7.352719148678427,-5.917337101691669,EM_Low,0.14081511413046507,,CSL,EM_Low,-0.0060492982627647,0.1337473649605522,0.9639245486481262,0.9998849800444912,-0.0087272926045488,CSL
CYCLIN,139,854,2068502.5,0.13871791068295183,-0.03192083335673382,4273416,-4.121391301553073,-0.2427618750576953,-6.139445268269652,-5.917337101691669,EM_Low,0.318617701099905,,CYCLIN,EM_Low,-0.048111966623705,0.0368228155871287,0.1913552798642239,0.9998849800444912,-0.0694108956554345,CYCLIN
Clathr,14,979,214674.0,0.04071185272479432,-0.12984580962109052,493416,-7.922688155413162,-0.6836306415110981,-9.620851689654238,-5.905055553584599,EM_Low,0.14081511413046507,,Clathr,EM_Low,-0.0027457544417288,0.108844076500735,0.979874304529492,0.9998849800444912,-0.0039612863165811,Clathr
DLG,13,980,226755.0,0.8650649993171191,-0.011185243328100471,458640,5.32648277186082,-0.8667717431115713,-7.671608437414861,-5.9101269839709225,EM_Low,0.9248331265426655,,DLG,EM_Low,0.0010202349710944,0.1055766260237571,0.9922897984778828,0.9998849800444912,0.0014718879333394,DLG
EVH1,12,981,220668.0,0.5454140161202312,0.04139766677992978,423792,-4.42958863135318,-0.741118214718564,-4.0191662334671765,-5.969992318550563,EM_Low,0.7288714579061272,,EVH1,EM_Low,-0.0041932591406259,0.1219441445664813,0.972568773207942,0.9998849800444912,-0.0060495941673433,EVH1
FHA,402,591,4300683.5,0.7103109758532864,0.005660618696328472,8552952,-1.7447593593539334,-0.13333125170028443,-5.758277139866352,-6.100327521737425,EM_Low,0.8386804293207478,,FHA,EM_Low,-0.017465860552947,0.0246859150291829,0.479241326100093,0.9998849800444912,-0.0251979104045948,FHA
GBD,11,982,159992.0,0.013189612618504985,-0.17714826472463946,388872,-9.945236865843189,-0.6830900475467151,-9.031637225309538,-5.905363368328711,EM_Low,0.06917690642134607,,GBD,EM_Low,-0.0005747695349681,0.1239152299412496,0.9962990982323664,0.9998849800444912,-0.0008292171577525,GBD
IRF7,17,976,301118.0,0.8863507267533581,0.008243597985642344,597312,-4.329249030038361,-0.7239700806398539,-6.800052905357655,-5.921034471449187,EM_Low,0.9297038077393421,,IRF7,EM_Low,-0.0058022636199494,0.0921359623179498,0.9497863998674676,0.9998849800444912,-0.0083708969504315,IRF7
Integrin,11,982,221569.0,0.050879210811200726,0.13954720319282438,388872,0.505488304960365,-0.8001551971178343,-2.463639539256673,-5.9672818058039105,EM_Low,0.16259226063579363,,Integrin,EM_Low,0.0017227051474325,0.1190489713699016,0.988454567430776,0.9998849800444912,0.0024853381731148,Integrin
LIR,412,581,4147870.0,0.013951722927356395,-0.037325910205779196,8617392,-2.98826609718556,0.7762024093378678,-5.969992318550563,-5.913973967037843,EM_Low,0.07072080242487552,,LIR,EM_Low,-0.0555139246538883,0.0276560487375197,0.0447179676380227,0.9998849800444912,-0.0800896637984483,LIR
LYPXL,12,981,160573.0,0.0004034496693954137,-0.24220844187714727,423792,-11.854754658379377,-0.6502904957335339,-15.019314522061054,-5.906500771729558,EM_Low,0.005648295371535793,**,LYPXL,EM_Low,-0.0049005890824163,0.1107289899399702,0.9646991427120104,0.9998849800444912,-0.0070700555666366,LYPXL
MAPK,271,722,3604596.0,0.16212263136991312,0.023475858027278335,7043832,-1.2256121730800675,-0.6205694367180763,-5.467778828423233,-6.163895154684299,EM_Low,0.3557018927071228,,MAPK,EM_Low,-0.0305392043220467,0.0282681315173708,0.279990628509603,0.9998849800444912,-0.0440587586281116,MAPK
MSH2,28,965,464734.0,0.32513660510015663,-0.04446500534583436,972720,-5.652849265880049,-0.6444686557207336,-7.381796564979849,-5.872450320650762,EM_Low,0.5431259198832161,,MSH2,EM_Low,-0.0070039553204331,0.0784874073158715,0.928893818564784,0.9998849800444912,-0.0101045716073968,MSH2
MYND,25,968,393768.0,0.044307673202036955,-0.09603305785123967,871200,-7.113565144946431,-0.6222653962721989,-6.915711250779602,-5.902713564870494,EM_Low,0.1497293784068835,,MYND,EM_Low,-0.0182167681540176,0.0846607479790794,0.8296318787591977,0.9998849800444912,-0.0262812410768252,MYND
NRBOX,26,967,415751.0,0.08256102847906871,-0.08132695180264984,905112,-1.2478176901815654,-0.7732665690490473,-8.362085971855603,-5.856328541732669,EM_Low,0.2217773442773349,,NRBOX,EM_Low,-0.0042206986674363,0.0753348871211204,0.95532123974814,0.9998849800444912,-0.006089181036597,NRBOX
NRP,32,961,627501.0,0.0016073819940482256,0.13362274540409297,1107072,2.5763028910545613,-0.8976417530997869,-2.539401933595861,-6.042070383932058,EM_Low,0.01687751093750637,*,NRP,EM_Low,0.0043929091222746,0.0670270000031075,0.9477445399609332,0.9998849800444912,0.0063376282057815,NRP
PCNA,35,958,564797.0,0.11355224091744893,-0.06419292838917057,1207080,-4.14434430554373,-0.6629853669322745,-7.702870487333431,-5.89939641184652,EM_Low,0.269228700239758,,PCNA,EM_Low,-0.0107159314103505,0.063560770704019,0.8661164107687527,0.9998849800444912,-0.0154598211042189,PCNA
PDZ,207,786,2960423.0,0.5556031584515182,0.010853858246637683,5857272,-1.3014215810797907,-0.6498699299384639,-5.835375748749726,-5.969992318550563,EM_Low,0.7357987774087673,,PDZ,EM_Low,0.0054401851991203,0.0301056220090344,0.8566004696180619,0.9998849800444912,0.0078485282082884,PDZ
PP1,77,916,1198126.5,0.04420638192279118,-0.05627823777387096,2539152,-6.220952163391028,-0.32879772449131023,-6.494904464537319,-5.89939641184652,EM_Low,0.1497293784068835,,PP1,EM_Low,-0.0306013663826544,0.0447038145324571,0.4936368213502929,0.9998849800444912,-0.0441484395246818,PP1
PP2A,56,937,1054265.0,0.00033838706358150226,0.1162196557740848,1888992,3.9036357785081544,-1.0659505184755664,-3.6504838385941705,-6.154704303111781,EM_Low,0.005526988705164537,**,PP2A,EM_Low,0.0198329182429081,0.060586835886798,0.7434054569583395,0.9998849800444912,0.0286128527953998,PP2A
PP2B,32,961,574276.0,0.3764082940502669,0.03746820441669557,1107072,-0.9899294064575285,-0.7788910418402794,-3.9943982646279,-6.023664640078543,EM_Low,0.5959636395468912,,PP2B,EM_Low,1.1381429803117376e-05,0.0789521005127839,0.9998849800444912,0.9998849800444912,1.6419932335183293e-05,PP2B
PP4,66,927,1076923.0,0.46151761550871606,-0.022113439319480312,2202552,-4.723767145026664,-0.5053111118051665,-5.671427522025373,-5.978977654782705,EM_Low,0.6554887872442633,,PP4,EM_Low,-0.0128035192028327,0.0524218565369819,0.8070448760940194,0.9998849800444912,-0.0184715736598534,PP4
PTB,46,947,818764.0,0.2143958177699692,0.0441873396283203,1568232,-0.947147997303518,-0.7778492337267031,-4.713742508168348,-6.042070383932058,EM_Low,0.40148006639726713,,PTB,EM_Low,0.0089415223090218,0.0596095270161685,0.8807633809670334,0.9998849800444912,0.0128998898932239,PTB
Pex14,131,862,1956991.5,0.09243207262477125,-0.0371960291174439,4065192,-2.68284809251449,-0.4973769513871823,-6.642018899269777,-5.8237195733799005,EM_Low,0.23226520813404058,,Pex14,EM_Low,-0.0200803563225398,0.0371993388340948,0.589332126242629,0.9998849800444912,-0.0289698304858115,Pex14
REV1ctd,29,964,547483.0,0.047650453752574894,0.08798548512742246,1006416,11.499400507029884,-1.155264156554996,-5.432349922817057,-5.978977654782705,EM_Low,0.15565814892507798,,REV1ctd,EM_Low,0.0036476622329429,0.0694238848506437,0.9580969167361468,0.9998849800444912,0.0052624642143047,REV1ctd
SH2,452,541,4383142.5,0.7804041853678133,-0.004187931777163452,8803152,-1.5350193224971456,-0.15963641117641356,-5.754809792204003,-6.209085829275443,EM_Low,0.8676232332400728,,SH2,EM_Low,-0.0280272914451966,0.0263526097147133,0.2875330609724404,0.9998849800444912,-0.0404348343775349,SH2
